actor_id,actor_name,drama_name,role,character_name,kdrama_id
5eeb1707-3247-4326-aeb7-2706cabe01dd,Lee Han Gyul,Love in Black Hole,Main Role,Tae Yang,31f99c81479348549ec256f0dbee2289
340706d6-6307-409d-96db-93d523fd2970,Seola,Love in Black Hole,Main Role,Eun Ha,31f99c81479348549ec256f0dbee2289
340706d6-6307-409d-96db-93d523fd2970,Seola,Goedam,Main Role,Curiosity Min Young Dimension,0a96c51b1efb433e96ebb94915c2ffa3
340706d6-6307-409d-96db-93d523fd2970,Seola,In-Out Sider,Main Role,So Min,e6a4f056edcb4352b9ca6719ad844346
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Love in Black Hole,Main Role,Sung Woon,31f99c81479348549ec256f0dbee2289
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Joseon Survival,Support Role,Jung Ga Ik Hye Jins fiancé,c97d39987bab4cec816c6439667a971c
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,"Suddenly, Mood, First Love",Main Role,Gang Dong Won,1ddda60397f44276858c395018b4d389
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Mother,Support Role,Jeong Jin Hong,4fa97eeab99349eab1716ef2a2bc3a99
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Revolutionary Love,Support Role,Byun Woo Sung Byun Hyuks older brother,bd68a18a61204dae97e1ac5accc3fd64
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Weightlifting Fairy Kim Bok Joo,Main Role,Jung Jae Yi,1e6166835671493b8f361163f64997d0
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Tong: Memories,Support Role,Baek Seung Hwa,6579df6d65fd47438ad968f14753e6ae
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Another Miss Oh,Support Role,Han Tae Jin,05f0727edfd3475f8e9e97c89617fa88
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Cheers to Me,Main Role,Lee Jae Yoon,1fe8bf8edf7942609485d2cfdb7f2653
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,The Secret Message,Support Role,Lee Jae Soo,5b170a30861146219025b8a9bd6270e6
0c415d2a-f927-4996-8e11-cc5f10502b99,Lee Jae Yoon,Heart to Heart,Main Role,Jang Doo Soo,98058140526d426eb878360903776f3d
f747611f-7895-4ea2-9398-796ed4143530,Doha,Love in Black Hole,Main Role,Hae Myung,31f99c81479348549ec256f0dbee2289
3ce69843-1248-41ff-b17f-37f0ce100efe,Ki Hui Hyun,Love in Black Hole,Main Role,Anna,31f99c81479348549ec256f0dbee2289
3ce69843-1248-41ff-b17f-37f0ce100efe,Ki Hui Hyun,Happy Ending,Main Role,Ki Heehyun,1be5e002c6fb46489596b35136a8c373
b35a61a6-52e1-43be-af6c-1be7d40f061f,Moon Soo In,Love in Black Hole,Support Role,Joo Sub Eun Has ex boyfriend,31f99c81479348549ec256f0dbee2289
8f359458-fcc8-421e-a8ec-aaf024ae7242,Anne,Some Air,Main Role,Yoo Shi Won,1c17f39681f54c8383b7dcfe7fe14abc
8f359458-fcc8-421e-a8ec-aaf024ae7242,Anne,Half-Fifty,Main Role,Lee Yoo Jung,91d549f97f2148d18cf72730229aad77
1bb832e1-d6fe-4ff1-925f-1e59f9e69c2e,Choi Hye Jin,Some Air,Main Role,Han Gu Reum,1c17f39681f54c8383b7dcfe7fe14abc
1bb832e1-d6fe-4ff1-925f-1e59f9e69c2e,Choi Hye Jin,Time to Be Together 1:11,Main Role,Song Yeo Jin,f0cbf15c9cc140a29f2173d1b5d092e1
1bb832e1-d6fe-4ff1-925f-1e59f9e69c2e,Choi Hye Jin,Almost Famous,Support Role,Im Su Yeon,39915a954d644e429accedae4250c315
d1773973-e167-4f98-9fb2-30bfcf81de6a,Park Yong Je,Some Air,Main Role,Jae Lee Won,1c17f39681f54c8383b7dcfe7fe14abc
c5286a8e-bc12-4b98-a4b8-c7fc42dbad46,Lee Gyu Hyung,Some Air,Main Role,Lee Gyu Hyung,1c17f39681f54c8383b7dcfe7fe14abc
c5286a8e-bc12-4b98-a4b8-c7fc42dbad46,Lee Gyu Hyung,The Police,Support Role,Kim Seung Chan,ccdcb57f2b6b41dcbc16190a351da59a
5cfdb321-3401-4a73-a36a-bdcbe3db0268,Choi So Yoon,Mokkoji Kitchen,Support Role,Kang Na Ri,1295979ebb9e41da9ffacb5de8f91d6d
84cbf276-85fb-4c4c-bdbe-1e89789f4159,Min Ha Ram,Mokkoji Kitchen,Support Role,Min Ha Ram,1295979ebb9e41da9ffacb5de8f91d6d
84cbf276-85fb-4c4c-bdbe-1e89789f4159,Min Ha Ram,Begin Now,Main Role,Shin Woo,9951dbf5f5de40c283b764c6f7589cb6
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,High Class,Main Role,Song Yeo Wool,9d3c7f0b35284b4ca547e9d74c5a0edc
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,"Cheat On Me, if You Can",Main Role,Kang Yeo Joo,421c7fbf4b614e17b351d53be7a23dc9
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,Woman of 9.9 Billion,Main Role,Jung Seo Yeon,ab92976ce4ca45b09867e4567bbf8be0
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,Beautiful World,Main Role,Seo Eun Joo,257807f45ab945328a60505b4a76b37f
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,Ms. Perfect,Main Role,Lee Eun Hee Moon Eun Kyung,455e518385db47879599854842235845
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,Babysitter,Main Role,Chun Eun Joo,a7357808f9c1476694a1cb8537a676a4
69d8c536-a226-417d-bd2a-8a044f5bde1a,Cho Yeo Jung,Divorce Lawyer in Love,Main Role,Go Chuk Hee,f2798bb99f5a40c2a3cbafd76b4757fe
c59262a1-6045-49de-a6ca-3780226eb842,Kim Jee Soo,High Class,Main Role,Nam Ji Sun,9d3c7f0b35284b4ca547e9d74c5a0edc
c59262a1-6045-49de-a6ca-3780226eb842,Kim Jee Soo,365: Repeat the Year,Main Role,Lee Shin,587ac49da83e441f9d86935f23b74e94
c59262a1-6045-49de-a6ca-3780226eb842,Kim Jee Soo,Where Stars Land,Main Role,Yang Seo Goon,27ba0d4069584672953841db56a57906
c59262a1-6045-49de-a6ca-3780226eb842,Kim Jee Soo,Memory,Main Role,Seo Young Joo,798c92ba5b7b4c91a62cd7bb080da6f6
daf4739e-3c85-4cb7-bd4f-2b7ad6d97457,Park Se Jin,High Class,Main Role,Hwang Na Yoon,9d3c7f0b35284b4ca547e9d74c5a0edc
7ac8d7ff-46a3-45c7-bc5c-3894afb5ab44,Gong Hyun Joo,High Class,Main Role,Cha Do Young,9d3c7f0b35284b4ca547e9d74c5a0edc
7ac8d7ff-46a3-45c7-bc5c-3894afb5ab44,Gong Hyun Joo,Love Is Drop by Drop,Main Role,Han Chae Rin,520d9a93fd804cecab7c638daf174b3a
7ac8d7ff-46a3-45c7-bc5c-3894afb5ab44,Gong Hyun Joo,Falling for Innocence,Support Role,Han Ji Hyun Gold Partner Investment professional,53d5887261de4b849c26aab68df6358b
37741cf0-7063-403f-84f4-32f5224392e7,Lee Ka Eun,High Class,Support Role,Rachel Cho HSC International School teacher,9d3c7f0b35284b4ca547e9d74c5a0edc
37741cf0-7063-403f-84f4-32f5224392e7,Lee Ka Eun,Nara's Marvelous Days,Main Role,Lee Ri Ah,39abdd09544b4ecf8a8036d74fd1b1c3
a4a3efae-1c0b-4e42-848f-45e94c2cce5b,Ryu Joon Yeol,Lost,Main Role,Lee Kang Jae,4ca31b1d115e428e8068f3bdbe2aa22c
a4a3efae-1c0b-4e42-848f-45e94c2cce5b,Ryu Joon Yeol,Lucky Romance,Main Role,Je Su Ho,976266a940314f6cad9b826c6d532617
a4a3efae-1c0b-4e42-848f-45e94c2cce5b,Ryu Joon Yeol,Reply 1988,Main Role,Kim Jung Hwan,f37f659336624834ad98e1ebf8866d1f
ebf402b9-7aaa-429e-8928-1f7462d57c78,Jung Soo Han,No One Special,Main Role,Kim Min Jun,54dd0755cd11448fbe61392320aeeae8
ebf402b9-7aaa-429e-8928-1f7462d57c78,Jung Soo Han,"Yum Yum, How Tasty! 2",Main Role,Jae Hyuk,9fe38b8882ea4987ac2d6c31d4a7f780
95f4f15c-d0e4-4899-8405-4157943ec1f8,Kim Jung Ah,No One Special,Main Role,Lee Seo Yeon,54dd0755cd11448fbe61392320aeeae8
66d7eb31-d0ba-45b9-8164-1822a96f2e16,Kim Seol Jin,You Raise Me Up,Support Role,Kim Byung Jang Jennifer Yong Shiks close friend,f47ffb4cea3f4c9d8bda5831e1dc1974
74196c33-80ad-4e18-8ec2-8056d6882829,Seo Jung Yeon,You Raise Me Up,Support Role,Hwang Gan Nurse,f47ffb4cea3f4c9d8bda5831e1dc1974
74196c33-80ad-4e18-8ec2-8056d6882829,Seo Jung Yeon,Everything and Nothing,Support Role,Jung Kyung Min Jaes mother,5b6396681eec44f2bea75ebf660e682c
74196c33-80ad-4e18-8ec2-8056d6882829,Seo Jung Yeon,Come and Hug Me,Support Role,Chae Ok Hee Stepmom,1f9904963e04407098372fd2b0f6b1c0
74196c33-80ad-4e18-8ec2-8056d6882829,Seo Jung Yeon,Naked Fireman,Support Role,Han Song Ja,f2263071240047ccadd5e0b45c3a8775
74196c33-80ad-4e18-8ec2-8056d6882829,Seo Jung Yeon,Descendants of the Sun,Support Role,Ha Ja Ae,571b79b326464531b35cff6949b6a61a
27c820d5-5888-4511-aafa-d3a47fa1702f,Son Dong Woon,The Guys I Want to Catch,Main Role,Dong Woon,832bc2f802074384b637cc68de2cd1ca
c7cf25a4-f9fc-40f5-a2ee-7ef52301d4c1,Niel,The Guys I Want to Catch,Main Role,Niel,832bc2f802074384b637cc68de2cd1ca
408cb837-994e-494f-9387-0d74329d02ed,Jung Woo Seok,The Guys I Want to Catch,Main Role,Woo Seok,832bc2f802074384b637cc68de2cd1ca
408cb837-994e-494f-9387-0d74329d02ed,Jung Woo Seok,Nickname Pine Leaf,Main Role,Jung Seok Woo,9dfac242f06f4211b1d38725992f7a77
408cb837-994e-494f-9387-0d74329d02ed,Jung Woo Seok,Convenience Store Fling,Main Role,Jung Woo Seok,ac302dbf106d4ddc84b7d0d3afdef040
105157c5-f77e-495f-b6d9-402b9081fe17,Kim Ha Young,The Guys I Want to Catch,Support Role,Ji Soo,832bc2f802074384b637cc68de2cd1ca
105157c5-f77e-495f-b6d9-402b9081fe17,Kim Ha Young,Jo Mi Ryo,Support Role,Sook Hee,6ea8a2ca87c1424ab3ef395ff2865395
0e5d8887-a9e9-4cd6-8fc3-42af43912568,Jimmy Karn Kritsanaphan,Peach of Time,Main Role,Peach,38b77aa16d9a4c0386ecef9bb6477279
78bb7899-91f3-44e3-bc7d-11c1bb488ecf,Tommy Sittichok Pueakpoolpol,Peach of Time,Main Role,Mario,38b77aa16d9a4c0386ecef9bb6477279
e5dd11d7-bcb7-4723-81f3-d68ad59275fa,Yoon Hee Seok,Peach of Time,Support Role,Yoo Jung Sub,38b77aa16d9a4c0386ecef9bb6477279
e5dd11d7-bcb7-4723-81f3-d68ad59275fa,Yoon Hee Seok,Touch,Support Role,Yang Se Jun Managing director at Cha Beauty,88385f60f09a4fca8b1b676272697564
e5dd11d7-bcb7-4723-81f3-d68ad59275fa,Yoon Hee Seok,Tomorrow Boy,Support Role,Moneylender,11082840bc91448194f29354cd75d2b2
e5dd11d7-bcb7-4723-81f3-d68ad59275fa,Yoon Hee Seok,Enchanting Neighbor,Main Role,Seo Bong Gook,1e7f7f2fa45d4240b8bb585ca13040f0
ff30836f-0a09-440e-9170-59205f962338,Ahn Da Bi,Peach of Time,Support Role,Bang Shin Ji,38b77aa16d9a4c0386ecef9bb6477279
ff30836f-0a09-440e-9170-59205f962338,Ahn Da Bi,Bio Homme,Main Role,Shin Bo Eun,36f66601818447489eb4fcf18e22735b
ff30836f-0a09-440e-9170-59205f962338,Ahn Da Bi,Travel Through Romance Season 1.5,Main Role,Yoo Se Yeon,338bbdb902cb4d1789dfedb5bda4295e
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Lovers of the Red Sky,Main Role,Hong Cheon Ki,b27d22a8e87b4749a532a276d1b3d196
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Backstreet Rookie,Main Role,Jung Saet Byul,8f127982159d4a44bf844c40228975e5
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Clean with Passion for Now,Main Role,Gil Oh Sol,38a7dd82e09244eeb6116ec6bbf969f4
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Love in the Moonlight,Main Role,Hong Ra On Hong Sam Nom,684d79148a064fc3b8e40cebc62a9ff4
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Love Cells Season 2,Main Role,Ne Bi Tae Joons love cells,3bef90625c1d4a4ca967dd102a25017d
c3d2f9e1-2041-4dd1-a241-64c38dbf426b,Kim Yoo Jung,Angry Mom,Main Role,Oh Ah Ran,d6d3375f5dd448f6ba94ac10d3b5f597
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Lovers of the Red Sky,Main Role,Grand Prince Yang Myung Lee Yul,b27d22a8e87b4749a532a276d1b3d196
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Be Melodramatic,Main Role,Chu Jae Hoon,dc7a118b1dc744c0a9cac8ac00ffff01
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Feel Good to Die,Main Role,Kang Jun Ho,f3949423445a47d2998ac04a002de893
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Revolutionary Love,Main Role,Kwon Je Hoon,bd68a18a61204dae97e1ac5accc3fd64
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,The Bride of Habaek,Main Role,Bi Ryum Ahn Bin,06909a64be5644caa01872440173efef
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Drinking Solo,Support Role,Jin Gong Myung,2caa015e16384955b30e5c1b0b63b87b
af988232-6114-4a68-94a8-ea3f113674e7,Gong Myung,Entertainer,Support Role,Kyle LeeLee Bang Geul Band member,d0fc0450c87440249b795a9cfcba985f
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Hometown Cha-Cha-Cha,Main Role,Hong Doo Shik,08a4b2f383a742a79bf0a0f5983108e0
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Start-Up,Main Role,Han Ji Pyung,0305a24952e242d3b56931b7f334d9ec
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Catch the Ghost,Main Role,Go Ji Suk,9c7efb55b4784446827048bfba916d25
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Eulachacha Waikiki Season 2,Main Role,Cha Woo Shik,b1d77407a3574f4abb3cbe3792e0db78
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,100 Days My Prince,Main Role,Jung Jae Yoon,53c858d11a284859a1f50699b5aa6f51
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Two Cops,Main Role,Kong Soo Chang,2a86eb5c526641008fc7326f97f228c9
8866c389-3a06-48d8-b442-ea43af4ecff4,Kim Seon Ho,Strongest Deliveryman,Main Role,Oh Jin Gyu,f1ceb760f13648c492fe124846a6e07a
6a08ef45-6253-42a2-90de-dc7c65de6bbe,In Gyo Jin,Hometown Cha-Cha-Cha,Support Role,Jang Yeong Guk District head,08a4b2f383a742a79bf0a0f5983108e0
6a08ef45-6253-42a2-90de-dc7c65de6bbe,In Gyo Jin,Feel Good to Die,Support Role,Kang In Han,f3949423445a47d2998ac04a002de893
6a08ef45-6253-42a2-90de-dc7c65de6bbe,In Gyo Jin,When Time Stopped,Main Role,Myung Woon,e02f2ebc8b154333a1cf91b8fa7ba626
6a08ef45-6253-42a2-90de-dc7c65de6bbe,In Gyo Jin,Baek Hee Has Returned,Main Role,Hong Doo Shik,d653795924e64800a349bd285f791ad7
6a08ef45-6253-42a2-90de-dc7c65de6bbe,In Gyo Jin,Make a Woman Cry,Support Role,Hwang Kyung Chul,3515f6f3490e410ca0d57308ef9b7844
a901d18a-74b9-4f96-877d-8e19fde0a9ec,Seo Eun Sol,Don't Worry Apricot,Main Role,Gye Sal Gu,a1514f42942a43668a3ac869d8e916b4
50c855d7-8480-4f77-80cb-20086b197c78,Dylan,Don't Worry Apricot,Main Role,Seo Han Bin,a1514f42942a43668a3ac869d8e916b4
50c855d7-8480-4f77-80cb-20086b197c78,Dylan,Time to Be Together 1:11,Main Role,Heo Min,f0cbf15c9cc140a29f2173d1b5d092e1
9c7220f9-fb0f-469a-9270-5597c5443f91,Kwon Hwa Woon,Check Out the Event,Main Role,Park Do Kyum,684a31b2053b425c9fd4c96085b73282
9c7220f9-fb0f-469a-9270-5597c5443f91,Kwon Hwa Woon,Lie After Lie,Main Role,Kim Yeon Joon,3231af55a857412cab34a466b574c085
9c7220f9-fb0f-469a-9270-5597c5443f91,Kwon Hwa Woon,Doctor John,Support Role,Heo Joon 4th year Resident,953e7b3c75de45eb94e3aa320dd0a6df
9c7220f9-fb0f-469a-9270-5597c5443f91,Kwon Hwa Woon,Switch: Change the World,Support Role,Jo Sung Doo,05642dff5a964e79bff23c8290a4a0eb
fcfdefcd-22ab-4e51-bbcb-f124f33db961,Kim Young Sun,Check Out the Event,Support Role,Hyun Gyeong Mi,684a31b2053b425c9fd4c96085b73282
80f4438d-48c0-49d3-870b-317da03ac762,Nam Dae Jung,Idol and I,Main Role,Kang Ri Hyun,e31013dc3a024e9cb4e6c2aa9ac7bb90
80f4438d-48c0-49d3-870b-317da03ac762,Nam Dae Jung,Love Teenager,Main Role,Choi Hyun Joon,91748a0573f5478cbcf27a1b3237bc0e
3a659192-7d4f-43e7-b76b-0dd39629bfb5,Song Ye Jin,Idol and I,Main Role,Seo Ji Yu,e31013dc3a024e9cb4e6c2aa9ac7bb90
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Second Husband,Main Role,Bong Seon Hwa,48dfcbd6e89d40d09f431cf453ff1551
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,A Man in a Veil,Main Role,Han Yoo Jung Cha Yoo Jung,041c25d190f940e39ba4b17d69832294
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Miss Lee,Main Role,Goo Ji Na,8cbdf2721d50450cb5d8a2c4ca05bdea
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Hide and Seek,Main Role,Ha Yun Joo,fb4b9ec57b3d406f9e9669b276eb0992
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Smashing on Your Back,Support Role,Park Hyung Young,5cd851b35c554ef2b0eac477736e8f1e
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Single Wife,Main Role,Lee Ra Hee,d996bc9dea404979af104e2fbd0748e0
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,Defendant,Main Role,Na Yun Hee,026929b5d8764669813da22254fc7255
2ba3553c-1ed1-492b-8dc9-84725265cd92,Uhm Hyun Kyung,All is Well,Main Role,Kang Hee Jung,bcc8d4574f304b199c1249bd7d8674e6
ce89d5be-100f-4d22-bb42-31ce602192b1,Jung Sung Mo,Second Husband,Support Role,Yoon Dae Guk,48dfcbd6e89d40d09f431cf453ff1551
5194f2b2-0a65-4eda-ab14-053b61f1574e,Ji Soo Won,Second Husband,Support Role,Joo Hae Ran Jae Mins mother,48dfcbd6e89d40d09f431cf453ff1551
5194f2b2-0a65-4eda-ab14-053b61f1574e,Ji Soo Won,Gracious Revenge,Support Role,Seo Eun Ha Yoo Jin Se Ras mother,91a132b3b78945c4808163aaf40684fd
5194f2b2-0a65-4eda-ab14-053b61f1574e,Ji Soo Won,The Sound of Your Heart: Reboot Season 2,Support Role,Ae Bongs mother,d48b2622134642938e165e8c16cc6074
5194f2b2-0a65-4eda-ab14-053b61f1574e,Ji Soo Won,The Sound of Your Heart: Reboot,Support Role,Ae Bongs mother,2ac90b65d3164bb7888e7448011c8434
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,Police University,Support Role,Seo Sang Hak 1st Year Head Professor Professor of ForensicsPublic Administration,e9004b8c487b45b79eba6a959b01ea36
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,It's My Life,Support Role,Heo Cheongsan Legal Attorney CEO,14eee78d33da44588b881a07439385ef
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,Sketch,Support Role,Moon Jae Hyun,c2043b177fe34cceaf965f58e9795f57
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,Queen for Seven Days,Support Role,Im Sa Hong Lee Yoongs Close Confidant,fc844c8fd7454a87a275cd2fde7b7dc0
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,Let's Make a New Start,Support Role,Na Bong Il,15679981d4ac413b876cf8876889f77a
692e35dc-aa16-43cd-97b7-215c227c05d9,Kang Shin Il,"My Lawyer, Mr. Jo",Support Role,Jang Shin Woo CEO,691c423d206042278024dd87a5affb9f
ede16b73-df74-4d9a-a60d-03d8f2685b57,Kim Sung Soo,The Road: The Tragedy of One,Support Role,Shim Seok Hoon Metropolitan Investigation Unit detective,69243e93b048442ba6d6d9057129a021
ede16b73-df74-4d9a-a60d-03d8f2685b57,Kim Sung Soo,Should We Kiss First?,Support Role,Hwang In Woo Moo Hans best friend,5fc61d6b30f0496bbbd72afa107f6b90
357bd3b5-6ad9-43c4-a4f7-032dddb02dd2,Yoon Seok Hwa,The Great Shaman Ga Doo Shim,Support Role,Yang Myo Shim Doo Shims grandma,00b588ca30904308967ef003d04c2efb
99505b1d-3556-4012-8e06-13038052e497,Lee Sang Jun,Blue Birthday,Support Role,Cha Eun Sung,2806560cb1b94898936fbd4a019969c3
7a3c2d7b-08aa-4eb4-9f75-375da3febed4,Kim Yi Seo,Blue Birthday,Support Role,Ji Hye Min Seo Joons older sister,2806560cb1b94898936fbd4a019969c3
c8ffb783-2d7f-4053-98fc-2dba4f427326,Kim Gyeol Yu,Blue Birthday,Support Role,Do Soo Jin,2806560cb1b94898936fbd4a019969c3
d3e2159e-b4e9-4cee-830a-87325a64e686,Park Joo Hyun,Blue Birthday,Support Role,Kim Eui Young,2806560cb1b94898936fbd4a019969c3
a3e3707b-1948-41ad-8708-f32796023c7c,Kang Hyeon Woo,Focus to You 2,Support Role,Wook Jung,095b0dafb5534f6bb53d475580749777
0d9ed1b5-c639-47b3-9a4b-a3557289be66,Song Ji Hyo,The Witch's Diner,Main Role,Jo Hee Ra,f56eebd0412f42bdb7a2380d0ab29c73
0d9ed1b5-c639-47b3-9a4b-a3557289be66,Song Ji Hyo,Was It Love?,Main Role,Noh Ae Jung,214d4e95f54e442fa70baa93670bbc2d
0d9ed1b5-c639-47b3-9a4b-a3557289be66,Song Ji Hyo,Lovely Horribly,Main Role,Oh Eul Soon,7808fb186dbd4c11963c3a5cce82a46d
0d9ed1b5-c639-47b3-9a4b-a3557289be66,Song Ji Hyo,My Wife’s Having an Affair This Week,Main Role,Jeong Soo Yeon,e6cf075522fa43dfa96324f8ef44da76
0d9ed1b5-c639-47b3-9a4b-a3557289be66,Song Ji Hyo,Ex-Girlfriend Club,Main Role,Kim Soo Jin,f942f80052cf46de912000f181ba5ddf
dacf0212-8625-4b5c-9325-30caa3ef0b42,So Hee Jung,The Witch's Diner,Support Role,Ae Sook Jins mother,f56eebd0412f42bdb7a2380d0ab29c73
dacf0212-8625-4b5c-9325-30caa3ef0b42,So Hee Jung,Scripting Your Destiny,Support Role,Yang Mi Soon Chae Kyungs mother,4f9d5138426f41c9a5393130fd1c6bcc
1a3cd1c8-d5f6-41dc-827e-116ceee02885,Kwon Tae Eun,Our First: Seventeen,Main Role,Ham Ye Chan,2b15b1b97b264c85a56ab42854364276
06744123-47ce-4981-8df1-b03714a7b87e,Nam Hye Ri,Our First: Seventeen,Main Role,Kang Ha Eun,2b15b1b97b264c85a56ab42854364276
7c93e800-6a5d-4b32-ba32-a405eb29b760,Choi Myung Gil,Red Shoes,Main Role,Min Hee Kyung,1171578051a44b5a93b8c691b6dd1d32
7c93e800-6a5d-4b32-ba32-a405eb29b760,Choi Myung Gil,To All The Guys Who Loved Me,Main Role,Kim Seon Hee,bbd34e01d1c04af79446a2e04ca582d4
7c93e800-6a5d-4b32-ba32-a405eb29b760,Choi Myung Gil,Gracious Revenge,Main Role,Carrie Jung Jung Mi Ae Cha Mi Yun,91a132b3b78945c4808163aaf40684fd
7c93e800-6a5d-4b32-ba32-a405eb29b760,Choi Myung Gil,Mysterious Personal Shopper,Main Role,Geum Young Sook,067cc978ca924f4ebcb0e368805109f8
7c93e800-6a5d-4b32-ba32-a405eb29b760,Choi Myung Gil,House of Bluebird,Support Role,Han Seon Hee,0072475106ba4c0fa6dc1d4cde061c15
810d1ade-fbbd-4329-808b-7b0f35144eb8,So Yi Hyun,Red Shoes,Main Role,Kim Gemma,1171578051a44b5a93b8c691b6dd1d32
810d1ade-fbbd-4329-808b-7b0f35144eb8,So Yi Hyun,Fates & Furies,Main Role,Cha Soo Hyun,106d5c2a5a3a4f229ea13349174412fa
810d1ade-fbbd-4329-808b-7b0f35144eb8,So Yi Hyun,Secrets of Women,Main Role,Kang Ji Yoo,a6c8d668f323497f8bcfb057def0b2df
8d0af2db-7a19-427e-a0d7-287b1b1463f6,Shin Jung Yoon,Red Shoes,Main Role,Yoon Hyun Seok,1171578051a44b5a93b8c691b6dd1d32
8d0af2db-7a19-427e-a0d7-287b1b1463f6,Shin Jung Yoon,Brilliant Heritage,Main Role,Boo Seol Ahk,9dd6d930c3764505b6efc3410cf283b6
b78c7706-78c3-41e8-8084-e9f1a088348e,Sun Woo Jae Duk,Red Shoes,Support Role,Kwon Hyuk Sang,1171578051a44b5a93b8c691b6dd1d32
b78c7706-78c3-41e8-8084-e9f1a088348e,Sun Woo Jae Duk,Oh My Ladylord,Support Role,Han Min Jun Bi Soos father,2241ffa46adc4357854ace02d3b132ba
b78c7706-78c3-41e8-8084-e9f1a088348e,Sun Woo Jae Duk,Always Springtime,Main Role,Joo Myeon Shik,1e409a64220644e5880618fe7ae5f4b8
b78c7706-78c3-41e8-8084-e9f1a088348e,Sun Woo Jae Duk,The Unusual Family,Support Role,Seol Min Seok,6db90159ddd342cbb72efca91fadbca6
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,You Are My Spring,Main Role,Ahn Ga Young,6cbb1fa1db7447379032df5d48e54e45
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,Kairos,Main Role,Kang Hyun Chae,6c7be530342540a19647276c65b47b5b
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,Different Dreams,Main Role,Miki,f2e6123b66b04c86ae6dcc167b128876
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,Children of Nobody,Main Role,Jeon Soo Yeong Ji Heons partner,43c0af2cd1cd4781ac14c70700d539dd
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,"Let's Eat Something, Anna",Main Role,Sohn Ana,43a37f5bc20e4acb873414575f03a165
7c23867f-a931-404a-9939-028949640f25,Nam Gyu Ri,Swan,Main Role,Kim Min Seo,dcedea262aa84e6199592460dadd277d
